Number;Type;X;Y;Z
1;1;56.670312;8.753116;-52.900856
1;1;-31.124188;8.753116;-64.625087
1;1;-67.270817;8.753116;16.237469
1;1;0.016819;8.753116;73.836999
1;1;74.337364;8.753116;25.652060
1;1;49.213584;8.753116;-59.283960
1;1;-39.360293;8.753116;-59.285295
1;1;-64.486633;8.753116;25.649967
1;1;9.832460;8.753116;73.837147
1;1;77.121832;8.753116;16.239645
1;1;40.977640;8.753116;-64.624000
1;1;-46.817213;8.753116;-52.902416
1;1;-60.481181;8.753116;34.611170
1;1;19.561770;8.753116;72.538176
1;1;78.636055;8.753116;6.541505
1;1;32.107385;8.753116;-68.827021
1;1;-53.363748;8.753116;-45.588751
1;1;-55.324935;8.753116;42.963411
1;1;29.033569;8.753116;69.962941
1;1;78.853391;8.753116;-3.271730
1;1;22.758887;8.753116;-71.819073
1;1;-58.884715;8.753116;-37.472981
1;1;-49.108616;8.753116;50.559738
1;1;38.081205;8.753116;66.156753
1;1;77.770016;8.753116;-13.027400
1;1;13.096625;8.753116;-73.547514
1;1;-63.282977;8.753116;-28.697897
1;1;-41.941595;8.753116;57.266498
1;1;46.545493;8.753116;61.186577
1;1;75.404992;8.753116;-22.553861
1;1;3.290602;8.753116;-73.981932
1;1;-66.481149;8.753116;-19.417892
1;1;-33.949973;8.753116;62.965689
1;1;54.277506;8.753116;55.139862
1;1;71.799930;8.753116;-31.683502
1;1;-6.486651;8.753116;-73.114684
1;1;-68.422961;8.753116;-9.796241
1;1;-25.274357;8.753116;67.557038
1;1;61.141207;8.753116;48.122995
1;1;67.018259;8.753116;-40.255690
1;1;-16.063111;8.753116;-70.961029
1;1;-69.074248;8.753116;-0.002231
1;1;-16.067389;8.753116;70.959764
1;1;78.925752;12.001378;0.000000
1;1;25.916754;12.001378;-70.960396
1;1;-57.165541;12.001378;-40.257562
1;1;-51.291154;12.001378;48.121300
1;1;35.123825;12.001378;67.557949
1;1;78.274760;12.001378;-9.794030
1;1;16.340359;12.001378;-73.114340
1;1;-61.947471;12.001378;-31.685518
1;1;-44.427665;12.001378;55.138374
1;1;43.799579;12.001378;62.966861
1;1;76.333238;12.001378;-19.415739
1;1;6.563132;12.001378;-73.981883
1;1;-65.552809;12.001378;-22.555986
1;1;-36.695833;12.001378;61.185322
1;1;51.791373;12.001378;57.267910
1;1;73.135346;12.001378;-28.695841
1;1;-3.242904;12.001378;-73.547760
1;1;-67.918120;12.001378;-13.029596
1;1;-28.231696;12.001378;66.155753
1;1;58.958596;12.001378;50.561367
1;1;68.737349;12.001378;-37.471057
1;1;-12.905218;12.001378;-71.819611
1;1;-69.001788;12.001378;-3.273958
1;1;-19.184174;12.001378;69.962215
1;1;65.175144;12.001378;42.965228
1;1;63.216626;12.001378;-45.586994
1;1;-22.253806;12.001378;-68.827840
1;1;-68.784748;12.001378;6.539283
1;1;-9.712452;12.001378;72.537735
1;1;70.331642;12.001378;34.613142
1;1;56.670312;12.001378;-52.900856
1;1;-31.124188;12.001378;-64.625087
1;1;-67.270817;12.001378;16.237469
1;1;0.016819;12.001378;73.836999
1;1;74.337364;12.001378;25.652060
1;1;49.213584;12.001378;-59.283960
1;1;-39.360293;12.001378;-59.285295
1;1;-64.486633;12.001378;25.649967
1;1;9.832460;12.001378;73.837147
1;1;77.121832;12.001378;16.239645
1;1;40.977640;12.001378;-64.624000
1;1;-46.817213;12.001378;-52.902416
1;1;-60.481181;12.001378;34.611170
1;1;19.561770;12.001378;72.538176
1;1;78.636055;12.001378;6.541505
1;1;32.107385;12.001378;-68.827021
1;1;-53.363748;12.001378;-45.588751
1;1;-55.324935;12.001378;42.963411
1;1;29.033569;12.001378;69.962941
1;1;78.853391;12.001378;-3.271730
1;1;22.758887;12.001378;-71.819073
1;1;-58.884715;12.001378;-37.472981
1;1;-49.108616;12.001378;50.559738
1;1;38.081205;12.001378;66.156753
1;1;77.770016;12.001378;-13.027400
1;1;13.096625;12.001378;-73.547514
1;1;-63.282977;12.001378;-28.697897
1;1;-41.941595;12.001378;57.266498
1;1;46.545493;12.001378;61.186577
1;1;75.404992;12.001378;-22.553861
1;1;3.290602;12.001378;-73.981932
1;1;-66.481149;12.001378;-19.417892
1;1;-33.949973;12.001378;62.965689
1;1;54.277506;12.001378;55.139862
1;1;71.799930;12.001378;-31.683502
1;1;-6.486651;12.001378;-73.114684
1;1;-68.422961;12.001378;-9.796241
1;1;-25.274357;12.001378;67.557038
1;1;61.141207;12.001378;48.122995
1;1;67.018259;12.001378;-40.255690
1;1;-16.063111;12.001378;-70.961029
1;1;-69.074248;12.001378;-0.002231
1;1;-16.067389;12.001378;70.959764
1;1;78.925752;15.301859;0.000000
1;1;25.916754;15.301859;-70.960396
1;1;-57.165541;15.301859;-40.257562
1;1;-51.291154;15.301859;48.121300
1;1;35.123825;15.301859;67.557949
1;1;78.274760;15.301859;-9.794030
1;1;16.340359;15.301859;-73.114340
1;1;-61.947471;15.301859;-31.685518
1;1;-44.427665;15.301859;55.138374
1;1;43.799579;15.301859;62.966861
1;1;76.333238;15.301859;-19.415739
1;1;6.563132;15.301859;-73.981883
1;1;-65.552809;15.301859;-22.555986
1;1;-36.695833;15.301859;61.185322
1;1;51.791373;15.301859;57.267910
1;1;73.135346;15.301859;-28.695841
1;1;-3.242904;15.301859;-73.547760
1;1;-67.918120;15.301859;-13.029596
1;1;-28.231696;15.301859;66.155753
1;1;58.958596;15.301859;50.561367
1;1;68.737349;15.301859;-37.471057
1;1;-12.905218;15.301859;-71.819611
1;1;-69.001788;15.301859;-3.273958
1;1;-19.184174;15.301859;69.962215
1;1;65.175144;15.301859;42.965228
1;1;63.216626;15.301859;-45.586994
1;1;-22.253806;15.301859;-68.827840
1;1;-68.784748;15.301859;6.539283
1;1;-9.712452;15.301859;72.537735
1;1;70.331642;15.301859;34.613142
1;1;56.670312;15.301859;-52.900856
1;1;-31.124188;15.301859;-64.625087
1;1;-67.270817;15.301859;16.237469
1;1;0.016819;15.301859;73.836999
1;1;74.337364;15.301859;25.652060
1;1;49.213584;15.301859;-59.283960
1;1;-39.360293;15.301859;-59.285295
1;1;-64.486633;15.301859;25.649967
1;1;9.832460;15.301859;73.837147
1;1;77.121832;15.301859;16.239645
1;1;40.977640;15.301859;-64.624000
1;1;-46.817213;15.301859;-52.902416
1;1;-60.481181;15.301859;34.611170
1;1;19.561770;15.301859;72.538176
1;1;78.636055;15.301859;6.541505
1;1;32.107385;15.301859;-68.827021
1;1;-53.363748;15.301859;-45.588751
1;1;-55.324935;15.301859;42.963411
1;1;29.033569;15.301859;69.962941
1;1;78.853391;15.301859;-3.271730
1;1;22.758887;15.301859;-71.819073
1;1;-58.884715;15.301859;-37.472981
1;1;-49.108616;15.301859;50.559738
1;1;38.081205;15.301859;66.156753
1;1;77.770016;15.301859;-13.027400
1;1;13.096625;15.301859;-73.547514
1;1;-63.282977;15.301859;-28.697897
1;1;-41.941595;15.301859;57.266498
1;1;46.545493;15.301859;61.186577
1;1;75.404992;15.301859;-22.553861
1;1;3.290602;15.301859;-73.981932
1;1;-66.481149;15.301859;-19.417892
1;1;-33.949973;15.301859;62.965689
1;1;54.277506;15.301859;55.139862
1;1;71.799930;15.301859;-31.683502
1;1;-6.486651;15.301859;-73.114684
1;1;-68.422961;15.301859;-9.796241
1;1;-25.274357;15.301859;67.557038
1;1;61.141207;15.301859;48.122995
1;1;67.018259;15.301859;-40.255690
1;1;-16.063111;15.301859;-70.961029
1;1;-69.074248;15.301859;-0.002231
1;1;-16.067389;15.301859;70.959764
1;1;78.925752;18.286254;0.000000
1;1;25.916754;18.286254;-70.960396
1;1;-57.165541;18.286254;-40.257562
1;1;-51.291154;18.286254;48.121300
1;1;35.123825;18.286254;67.557949
1;1;78.274760;18.286254;-9.794030
1;1;16.340359;18.286254;-73.114340
1;1;-61.947471;18.286254;-31.685518
1;1;-44.427665;18.286254;55.138374
1;1;43.799579;18.286254;62.966861
1;1;76.333238;18.286254;-19.415739
1;1;6.563132;18.286254;-73.981883
1;1;-65.552809;18.286254;-22.555986
1;1;-36.695833;18.286254;61.185322
1;1;51.791373;18.286254;57.267910
1;1;73.135346;18.286254;-28.695841
1;1;-3.242904;18.286254;-73.547760
1;1;-67.918120;18.286254;-13.029596
1;1;-28.231696;18.286254;66.155753
1;1;58.958596;18.286254;50.561367
1;1;68.737349;18.286254;-37.471057
1;1;-12.905218;18.286254;-71.819611
1;1;-69.001788;18.286254;-3.273958
1;1;-19.184174;18.286254;69.962215
1;1;65.175144;18.286254;42.965228
1;1;63.216626;18.286254;-45.586994
1;1;-22.253806;18.286254;-68.827840
1;1;-68.784748;18.286254;6.539283
1;1;-9.712452;18.286254;72.537735
1;1;70.331642;18.286254;34.613142
1;1;56.670312;18.286254;-52.900856
1;1;-31.124188;18.286254;-64.625087
1;1;-67.270817;18.286254;16.237469
1;1;0.016819;18.286254;73.836999
1;1;74.337364;18.286254;25.652060
1;1;49.213584;18.286254;-59.283960
1;1;-39.360293;18.286254;-59.285295
1;1;-64.486633;18.286254;25.649967
1;1;9.832460;18.286254;73.837147
1;1;77.121832;18.286254;16.239645
1;1;40.977640;18.286254;-64.624000
1;1;-46.817213;18.286254;-52.902416
1;1;-60.481181;18.286254;34.611170
1;1;19.561770;18.286254;72.538176
1;1;78.636055;18.286254;6.541505
1;1;32.107385;18.286254;-68.827021
1;1;-53.363748;18.286254;-45.588751
1;1;-55.324935;18.286254;42.963411
1;1;29.033569;18.286254;69.962941
1;1;78.853391;18.286254;-3.271730
1;1;22.758887;18.286254;-71.819073
1;1;-58.884715;18.286254;-37.472981
1;1;-49.108616;18.286254;50.559738
1;1;38.081205;18.286254;66.156753
1;1;77.770016;18.286254;-13.027400
1;1;13.096625;18.286254;-73.547514
1;1;-63.282977;18.286254;-28.697897
1;1;-41.941595;18.286254;57.266498
1;1;46.545493;18.286254;61.186577
1;1;75.404992;18.286254;-22.553861
1;1;3.290602;18.286254;-73.981932
1;1;-66.481149;18.286254;-19.417892
1;1;-33.949973;18.286254;62.965689
1;1;54.277506;18.286254;55.139862
1;1;71.799930;18.286254;-31.683502
1;1;-6.486651;18.286254;-73.114684
1;1;-68.422961;18.286254;-9.796241
1;1;-25.274357;18.286254;67.557038
1;1;61.141207;18.286254;48.122995
1;1;67.018259;18.286254;-40.255690
1;1;-16.063111;18.286254;-70.961029
1;1;-69.074248;18.286254;-0.002231
1;1;-16.067389;18.286254;70.959764
1;1;78.925752;21.928997;0.000000
1;1;25.916754;21.928997;-70.960396
1;1;-57.165541;21.928997;-40.257562
1;1;-51.291154;21.928997;48.121300
1;1;35.123825;21.928997;67.557949
1;1;78.274760;21.928997;-9.794030
1;1;16.340359;21.928997;-73.114340
1;1;-61.947471;21.928997;-31.685518
1;1;-44.427665;21.928997;55.138374
1;1;43.799579;21.928997;62.966861
1;1;76.333238;21.928997;-19.415739
1;1;6.563132;21.928997;-73.981883
1;1;-65.552809;21.928997;-22.555986
1;1;-36.695833;21.928997;61.185322
1;1;51.791373;21.928997;57.267910
1;1;73.135346;21.928997;-28.695841
1;1;-3.242904;21.928997;-73.547760
1;1;-67.918120;21.928997;-13.029596
1;1;-28.231696;21.928997;66.155753
1;1;58.958596;21.928997;50.561367
1;1;68.737349;21.928997;-37.471057
1;1;-12.905218;21.928997;-71.819611
1;1;-69.001788;21.928997;-3.273958
1;1;-19.184174;21.928997;69.962215
1;1;65.175144;21.928997;42.965228
1;1;63.216626;21.928997;-45.586994
1;1;-22.253806;21.928997;-68.827840
1;1;-68.784748;21.928997;6.539283
1;1;-9.712452;21.928997;72.537735
1;1;70.331642;21.928997;34.613142
1;1;56.670312;21.928997;-52.900856
1;1;-31.124188;21.928997;-64.625087
1;1;-67.270817;21.928997;16.237469
1;1;0.016819;21.928997;73.836999
1;1;74.337364;21.928997;25.652060
1;1;49.213584;21.928997;-59.283960
1;1;-39.360293;21.928997;-59.285295
1;1;-64.486633;21.928997;25.649967
1;1;9.832460;21.928997;73.837147
1;1;77.121832;21.928997;16.239645
1;1;40.977640;21.928997;-64.624000
1;1;-46.817213;21.928997;-52.902416
1;1;-60.481181;21.928997;34.611170
1;1;19.561770;21.928997;72.538176
1;1;78.636055;21.928997;6.541505
1;1;32.107385;21.928997;-68.827021
1;1;-53.363748;21.928997;-45.588751
1;1;-55.324935;21.928997;42.963411
1;1;29.033569;21.928997;69.962941
1;1;78.853391;21.928997;-3.271730
1;1;22.758887;21.928997;-71.819073
1;1;-58.884715;21.928997;-37.472981
1;1;-49.108616;21.928997;50.559738
1;1;38.081205;21.928997;66.156753
1;1;77.770016;21.928997;-13.027400
1;1;13.096625;21.928997;-73.547514
1;1;-63.282977;21.928997;-28.697897
1;1;-41.941595;21.928997;57.266498
1;1;46.545493;21.928997;61.186577
1;1;75.404992;21.928997;-22.553861
1;1;3.290602;21.928997;-73.981932
1;1;-66.481149;21.928997;-19.417892
1;1;-33.949973;21.928997;62.965689
1;1;54.277506;21.928997;55.139862
1;1;71.799930;21.928997;-31.683502
1;1;-6.486651;21.928997;-73.114684
1;1;-68.422961;21.928997;-9.796241
1;1;-25.274357;21.928997;67.557038
1;1;61.141207;21.928997;48.122995
1;1;67.018259;21.928997;-40.255690
1;1;-16.063111;21.928997;-70.961029
1;1;-69.074248;21.928997;-0.002231
1;1;-16.067389;21.928997;70.959764
1;1;78.925752;25.046691;0.000000
1;1;25.916754;25.046691;-70.960396
1;1;-57.165541;25.046691;-40.257562
1;1;-51.291154;25.046691;48.121300
1;1;35.123825;25.046691;67.557949
1;1;78.274760;25.046691;-9.794030
1;1;16.340359;25.046691;-73.114340
1;1;-61.947471;25.046691;-31.685518
1;1;-44.427665;25.046691;55.138374
1;1;43.799579;25.046691;62.966861
1;1;76.333238;25.046691;-19.415739
1;1;6.563132;25.046691;-73.981883
1;1;-65.552809;25.046691;-22.555986
1;1;-36.695833;25.046691;61.185322
1;1;51.791373;25.046691;57.267910
1;1;73.135346;25.046691;-28.695841
1;1;-3.242904;25.046691;-73.547760
1;1;-67.918120;25.046691;-13.029596
1;1;-28.231696;25.046691;66.155753
1;1;58.958596;25.046691;50.561367
1;1;68.737349;25.046691;-37.471057
1;1;-12.905218;25.046691;-71.819611
1;1;-69.001788;25.046691;-3.273958
1;1;-19.184174;25.046691;69.962215
1;1;65.175144;25.046691;42.965228
1;1;63.216626;25.046691;-45.586994
1;1;-22.253806;25.046691;-68.827840
1;1;-68.784748;25.046691;6.539283
1;1;-9.712452;25.046691;72.537735
1;1;70.331642;25.046691;34.613142
1;1;56.670312;25.046691;-52.900856
1;1;-31.124188;25.046691;-64.625087
1;1;-67.270817;25.046691;16.237469
1;1;0.016819;25.046691;73.836999
1;1;74.337364;25.046691;25.652060
1;1;49.213584;25.046691;-59.283960
1;1;-39.360293;25.046691;-59.285295
1;1;-64.486633;25.046691;25.649967
1;1;9.832460;25.046691;73.837147
1;1;77.121832;25.046691;16.239645
1;1;40.977640;25.046691;-64.624000
1;1;-46.817213;25.046691;-52.902416
1;1;-60.481181;25.046691;34.611170
1;1;19.561770;25.046691;72.538176
1;1;78.636055;25.046691;6.541505
1;1;32.107385;25.046691;-68.827021
1;1;-53.363748;25.046691;-45.588751
1;1;-55.324935;25.046691;42.963411
1;1;29.033569;25.046691;69.962941
1;1;78.853391;25.046691;-3.271730
1;1;22.758887;25.046691;-71.819073
1;1;-58.884715;25.046691;-37.472981
1;1;-49.108616;25.046691;50.559738
1;1;38.081205;25.046691;66.156753
1;1;77.770016;25.046691;-13.027400
1;1;13.096625;25.046691;-73.547514
1;1;-63.282977;25.046691;-28.697897
1;1;-41.941595;25.046691;57.266498
1;1;46.545493;25.046691;61.186577
1;1;75.404992;25.046691;-22.553861
1;1;3.290602;25.046691;-73.981932
1;1;-66.481149;25.046691;-19.417892
1;1;-33.949973;25.046691;62.965689
1;1;54.277506;25.046691;55.139862
1;1;71.799930;25.046691;-31.683502
1;1;-6.486651;25.046691;-73.114684
1;1;-68.422961;25.046691;-9.796241
1;1;-25.274357;25.046691;67.557038
1;1;61.141207;25.046691;48.122995
1;1;67.018259;25.046691;-40.255690
1;1;-16.063111;25.046691;-70.961029
1;1;-69.074248;25.046691;-0.002231
1;1;-16.067389;25.046691;70.959764
1;1;78.925752;27.131359;0.000000
1;1;25.916754;27.131359;-70.960396
1;1;-57.165541;27.131359;-40.257562
1;1;-51.291154;27.131359;48.121300
1;1;35.123825;27.131359;67.557949
1;1;78.274760;27.131359;-9.794030
1;1;16.340359;27.131359;-73.114340
1;1;-61.947471;27.131359;-31.685518
1;1;-44.427665;27.131359;55.138374
1;1;43.799579;27.131359;62.966861
1;1;76.333238;27.131359;-19.415739
1;1;6.563132;27.131359;-73.981883
1;1;-65.552809;27.131359;-22.555986
1;1;-36.695833;27.131359;61.185322
1;1;51.791373;27.131359;57.267910
1;1;73.135346;27.131359;-28.695841
1;1;-3.242904;27.131359;-73.547760
1;1;-67.918120;27.131359;-13.029596
1;1;-28.231696;27.131359;66.155753
1;1;58.958596;27.131359;50.561367
1;1;68.737349;27.131359;-37.471057
1;1;-12.905218;27.131359;-71.819611
1;1;-69.001788;27.131359;-3.273958
1;1;-19.184174;27.131359;69.962215
1;1;65.175144;27.131359;42.965228
1;1;63.216626;27.131359;-45.586994
1;1;-22.253806;27.131359;-68.827840
1;1;-68.784748;27.131359;6.539283
1;1;-9.712452;27.131359;72.537735
1;1;70.331642;27.131359;34.613142
1;1;56.670312;27.131359;-52.900856
1;1;-31.124188;27.131359;-64.625087
1;1;-67.270817;27.131359;16.237469
1;1;0.016819;27.131359;73.836999
1;1;74.337364;27.131359;25.652060
1;1;49.213584;27.131359;-59.283960
1;1;-39.360293;27.131359;-59.285295
1;1;-64.486633;27.131359;25.649967
1;1;9.832460;27.131359;73.837147
1;1;77.121832;27.131359;16.239645
