Number;Type;X;Y;Z
1;2;-33.008357;81.046029;-18.003242
1;2;129.051244;81.046029;87.073324
1;2;-46.214951;81.046029;5.918164
1;2;138.749884;81.046029;61.527597
1;2;-52.211518;81.046029;32.576915
1;2;140.924357;81.046029;34.289398
1;2;-50.520376;81.046029;59.849389
1;2;135.401447;81.046029;7.528508
1;2;-41.276240;81.046029;85.563076
1;2;122.621106;81.046029;-16.623318
1;2;-25.215492;81.046029;107.669640
1;2;103.601407;81.046029;-36.242157
1;2;-3.617522;81.046029;124.408084
1;2;79.857450;81.046029;-49.765186
1;2;21.797187;81.046029;134.445034
1;2;53.280664;81.046029;-56.115166
1;2;49.004115;81.046029;136.980950
1;2;25.988141;81.046029;-54.786263
1;2;75.835973;81.046029;131.813825
1;2;0.153987;81.046029;-45.884335
1;2;100.155351;81.046029;119.355267
1;2;-22.163863;81.046029;-30.118506
1;2;120.024982;81.046029;100.597720
1;2;-39.187582;81.046029;-8.744672
1;2;133.862061;81.046029;77.035397
1;2;-49.561071;81.046029;16.534539
1;2;140.564334;81.046029;50.545261
1;2;-52.457984;81.046029;43.705400
1;2;139.597904;81.046029;23.237500
1;2;-47.647554;81.046029;70.603496
1;2;131.039755;81.046029;-2.712566
1;2;-35.512976;81.046029;95.086140
1;2;115.571624;81.046029;-25.237767
1;2;-17.020886;81.046029;115.203058
1;2;94.425693;81.046029;-42.543761
1;2;6.355648;81.046029;129.351748
1;2;69.286436;81.046029;-53.251962
1;2;32.754466;81.046029;136.405134
1;2;42.156431;81.046029;-56.509360
1;2;60.072651;81.046029;135.801347
1;2;15.196839;81.046029;-52.056473
1;2;86.134053;81.046029;127.588485
1;2;-9.444754;81.046029;-40.248015
1;2;108.862636;81.046029;112.420778
1;2;-29.805414;81.046029;-22.024642
1;2;126.447854;81.046029;91.506479
1;2;-44.263221;81.046029;1.161984
1;2;137.488878;81.046029;66.511608
1;2;-51.666476;81.046029;27.464828
1;2;141.106187;81.046029;39.427242
1;2;-51.425439;81.046029;54.788622
1;2;137.011628;81.046029;12.410906
1;2;-43.559311;81.046029;80.956767
1;2;125.531372;81.046029;-12.385293
1;2;-28.694703;81.046029;103.884724
1;2;107.579928;81.046029;-32.986105
1;2;-8.015722;81.046029;121.746066
1;2;84.587299;81.046029;-47.750482
1;2;16.830358;81.046029;133.117968
1;2;140.877273;84.046029;40.281257
1;2;-51.319334;84.046029;53.910849
1;2;137.030456;84.046029;13.294868
1;2;-43.702695;84.046029;80.084308
1;2;125.796442;84.046029;-11.541800
1;2;-29.076155;84.046029;103.087079
1;2;108.070126;84.046029;-32.250273
1;2;-8.604855;84.046029;121.086775
1;2;85.263575;84.046029;-47.180926
1;2;16.080473;84.046029;132.649549
1;2;59.193547;84.046029;-55.144392
1;2;43.013410;84.046029;136.854317
1;2;31.936765;84.046029;-55.506306
1;2;70.048493;84.046029;133.366132
1;2;5.664488;84.046029;-48.237837
1;2;95.032123;84.046029;122.462858
1;2;-17.530448;84.046029;-33.917987
1;2;115.974119;84.046029;105.013045
1;2;-35.800349;84.046029;-13.687469
1;2;131.206253;84.046029;82.406735
1;2;-47.689845;84.046029;10.842167
1;2;139.515142;84.046029;56.444734
1;2;-52.251825;84.046029;37.716904
1;2;140.238905;84.046029;29.195159
1;2;-49.122885;84.046029;64.795916
1;2;133.319887;84.046029;2.828696
1;2;-38.552273;84.046029;89.922105
1;2;119.309253;84.046029;-20.554317
1;2;-21.382040;84.046029;111.093931
1;2;99.323083;84.046029;-39.091203
1;2;1.020044;84.046029;126.624861
1;2;74.953463;84.046029;-51.305325
1;2;26.869442;84.046029;135.277709
1;2;48.141662;84.046029;-56.223712
1;2;54.107006;84.046029;136.363194
1;2;21.023495;84.046029;-53.454568
1;2;80.563007;84.046029;129.794846
1;2;-4.240822;84.046029;-43.218483
1;2;104.129975;84.046029;116.095898
1;2;-25.638747;84.046029;-26.330856
1;2;122.930578;84.046029;96.357598
1;2;-41.465735;84.046029;-4.136946
1;2;135.467173;84.046029;72.152290
1;2;-50.461016;84.046029;21.595292
1;2;140.741100;84.046029;45.408153
1;2;-51.908031;84.046029;48.816043
1;2;138.332241;84.046029;18.255611
1;2;-45.691513;84.046029;75.356919
1;2;128.432486;84.046029;-7.142381
1;2;-32.306664;84.046029;99.103687
1;2;111.830442;84.046029;-28.762634
1;2;-12.819715;84.046029;118.164694
1;2;89.848620;84.046029;-44.882889
1;2;11.217014;84.046029;131.021551
1;2;64.238078;84.046029;-54.219018
1;2;37.888773;84.046029;136.650088
1;2;37.038937;84.046029;-56.027309
1;2;65.070904;84.046029;134.601939
1;2;10.417866;84.046029;-50.163714
1;2;90.598095;84.046029;125.040259
1;2;-13.504516;84.046029;-37.095326
1;2;112.436862;84.046029;108.726726
1;2;-32.822566;84.046029;-17.863163
1;2;128.847544;84.046029;86.960865
1;2;-45.997420;84.046029;6.000752
1;2;138.522874;84.046029;61.476534
1;2;-51.979575;84.046029;32.595431
1;2;140.692122;84.046029;34.303799
1;2;-50.292497;84.046029;59.802359
1;2;135.182486;84.046029;7.607225
1;2;-41.070578;84.046029;85.454247
1;2;122.432860;84.046029;-16.486555
1;2;-25.048430;84.046029;107.507681
1;2;103.458873;84.046029;-36.058243
1;2;-3.502368;84.046029;124.205896
1;2;79.771982;84.046029;-49.548770
1;2;21.851260;84.046029;134.218722
1;2;53.259070;84.046029;-55.883489
1;2;48.992799;84.046029;136.748544
1;2;26.032141;84.046029;-54.557780
1;2;75.760170;84.046029;131.593837
1;2;0.260077;84.046029;-45.677247
1;2;100.021100;84.046029;119.165223
1;2;-22.004135;84.046029;-29.949309
1;2;119.842976;84.046029;100.452756
1;2;-38.986940;84.046029;-8.626844
1;2;133.646799;84.046029;76.947063
1;2;-49.335498;84.046029;16.591612
1;2;140.332965;84.046029;50.520592
1;2;-52.225448;84.046029;43.697171
1;2;139.368857;84.046029;23.278462
1;2;-47.426579;84.046029;70.530620
1;2;130.831276;84.046029;-2.609235
1;2;-35.321166;84.046029;94.954423
1;2;115.400321;84.046029;-25.080300
1;2;-16.873519;84.046029;115.022993
1;2;94.305212;84.046029;-42.344702
1;2;6.446833;84.046029;129.137678
1;2;69.226374;84.046029;-53.027166
1;2;32.782204;84.046029;136.174112
1;2;42.161573;84.046029;-56.276735
1;2;60.034733;84.046029;135.571776
1;2;15.266775;84.046029;-51.834550
1;2;86.033500;84.046029;127.378652
1;2;-9.315595;84.046029;-40.054473
1;2;108.707457;84.046029;112.247400
1;2;-29.627321;84.046029;-21.874897
1;2;126.250411;84.046029;91.383365
1;2;-44.050381;84.046029;1.256002
1;2;137.264900;84.046029;66.448566
1;2;-51.435843;84.046029;27.495631
1;2;140.873515;84.046029;39.429295
1;2;-51.195385;84.046029;54.753755
1;2;136.788797;84.046029;12.477889
1;2;-43.348162;84.046029;80.859008
1;2;125.336132;84.046029;-12.258715
1;2;-28.519280;84.046029;103.731861
1;2;107.427832;84.046029;-32.810016
1;2;-7.889998;84.046029;121.550275
1;2;84.490463;84.046029;-47.538908
1;2;16.896367;84.046029;132.894846
1;2;140.550567;87.046029;40.281257
1;2;-50.995897;87.046029;53.864744
1;2;136.716763;87.046029;13.386155
1;2;-43.405024;87.046029;79.949667
1;2;125.520750;87.046029;-11.366499
1;2;-28.827960;87.046029;102.874627
1;2;107.854396;87.046029;-32.004921
1;2;-8.425908;87.046029;120.813434
1;2;85.124993;87.046029;-46.885069
1;2;16.175917;87.046029;132.337095
1;2;59.143152;87.046029;-54.821596
1;2;43.017748;87.046029;136.527640
1;2;31.978571;87.046029;-55.182286
1;2;69.961379;87.046029;133.051254
1;2;5.795166;87.046029;-47.938404
1;2;94.860498;87.046029;122.184863
1;2;-17.321309;87.046029;-33.666994
1;2;115.731653;87.046029;104.794077
1;2;-35.529409;87.046029;-13.504909
1;2;130.912261;87.046029;82.264237
1;2;-47.378686;87.046029;10.941751
1;2;139.193044;87.046029;56.390057
1;2;-51.925234;87.046029;37.725579
1;2;139.914359;87.046029;29.232660
1;2;-48.806878;87.046029;64.712991
1;2;133.018746;87.046029;2.955387
1;2;-38.272024;87.046029;89.754185
1;2;119.055505;87.046029;-20.348529
1;2;-21.159872;87.046029;110.854394
1;2;99.136942;87.046029;-38.822710
1;2;1.166433;87.046029;126.332787
1;2;74.849757;87.046029;-50.995515
1;2;26.928390;87.046029;134.956365
1;2;48.128653;87.046029;-55.897265
1;2;54.073818;87.046029;136.038178
1;2;21.102218;87.046029;-53.137489
1;2;80.440326;87.046029;129.492049
1;2;-4.076638;87.046029;-42.936029
1;2;103.927574;87.046029;115.839440
1;2;-25.402181;87.046029;-26.105527
1;2;122.664581;87.046029;96.167909
1;2;-41.175630;87.046029;-3.986693
1;2;135.158767;87.046029;72.044480
1;2;-50.140483;87.046029;21.658501
1;2;140.414854;87.046029;45.390810
1;2;-51.582603;87.046029;48.787173
1;2;138.014144;87.046029;18.330117
1;2;-45.387113;87.046029;75.238268
1;2;128.147877;87.046029;-6.981962
1;2;-32.047542;87.046029;98.904708
1;2;111.601993;87.046029;-28.529079
1;2;-12.626511;87.046029;117.901238
1;2;89.694528;87.046029;-44.594805
1;2;11.328910;87.046029;130.714604
1;2;64.170619;87.046029;-53.899352
1;2;37.910446;87.046029;136.324102
1;2;37.063485;87.046029;-55.701526
1;2;65.000628;87.046029;134.282881
1;2;10.532465;87.046029;-49.857767
1;2;90.441468;87.046029;124.753545
1;2;-13.308996;87.046029;-36.833584
1;2;112.206362;87.046029;108.495195
1;2;-32.561699;87.046029;-17.666478
1;2;128.561531;87.046029;86.802962
1;2;-45.691986;87.046029;6.116712
1;2;138.204133;87.046029;61.404837
1;2;-51.653905;87.046029;32.621430
1;2;140.366042;87.046029;34.324019
1;2;-49.972534;87.046029;59.736325
1;2;134.875044;87.046029;7.717751
1;2;-40.781810;87.046029;85.301441
1;2;122.168546;87.046029;-16.294527
1;2;-24.813860;87.046029;107.280274
1;2;103.258742;87.046029;-35.800010
1;2;-3.340682;87.046029;123.922004
1;2;79.651976;87.046029;-49.244903
1;2;21.927182;87.046029;133.900961
1;2;53.228749;87.046029;-55.558193
1;2;48.976910;87.046029;136.422225
1;2;26.093921;87.046029;-54.236968
1;2;75.653736;87.046029;131.284955
1;2;0.409036;87.046029;-45.386475
1;2;99.832598;87.046029;118.898382
1;2;-21.779863;87.046029;-29.711740
1;2;119.587422;87.046029;100.249215
1;2;-38.705220;87.046029;-8.461403
1;2;133.344551;87.046029;76.823034
1;2;-49.018772;87.046029;16.671746
1;2;140.008100;87.046029;50.485956
1;2;-51.898947;87.046029;43.685616
1;2;139.047253;87.046029;23.335977
1;2;-47.116311;87.046029;70.428296
1;2;130.538553;87.046029;-2.464150
1;2;-35.051846;87.046029;94.769480
1;2;115.159795;87.046029;-24.859202
1;2;-16.666602;87.046029;114.770164
1;2;94.136045;87.046029;-42.065203
1;2;6.574864;87.046029;128.837104
1;2;69.142041;87.046029;-52.711532
1;2;32.821150;87.046029;135.849736
1;2;42.168792;87.046029;-55.950109
1;2;59.981492;87.046029;135.249438
1;2;15.364971;87.046029;-51.522951
1;2;85.892313;87.046029;127.084029
1;2;-9.134245;87.046029;-39.782722
1;2;108.489572;87.046029;112.003960
1;2;-29.377262;87.046029;-21.664642
1;2;125.973183;87.046029;91.210503
1;2;-43.751533;87.046029;1.388012
1;2;136.950413;87.046029;66.360050
1;2;-51.112012;87.046029;27.538880
1;2;140.546822;87.046029;39.432176
1;2;-50.872368;87.046029;54.704799
1;2;136.475921;87.046029;12.571940
1;2;-43.051690;87.046029;80.721746
1;2;125.061997;87.046029;-12.080989
1;2;-28.272969;87.046029;103.517227
1;2;107.214275;87.046029;-32.562771
1;2;-7.713469;87.046029;121.275367
1;2;84.354496;87.046029;-47.241839
1;2;16.989051;87.046029;132.581563
1;2;140.128890;90.046029;40.281257
1;2;-50.578441;90.046029;53.805237
1;2;136.311882;90.046029;13.503978
1;2;-43.020821;90.046029;79.775886
1;2;125.164917;90.046029;-11.140238
1;2;-28.507618;90.046029;102.600415
1;2;107.575956;90.046029;-31.688248
1;2;-8.194944;90.046029;120.460636
1;2;84.946127;90.046029;-46.503207
1;2;16.299105;90.046029;131.933814
1;2;59.078108;90.046029;-54.404967
1;2;43.023346;90.046029;136.106001
1;2;32.032530;90.046029;-54.764076
1;2;69.848942;90.046029;132.644844
1;2;5.963830;90.046029;-47.551928
1;2;94.638982;90.046029;121.826057
1;2;-17.051376;90.046029;-33.343039
1;2;115.418704;90.046029;104.511457
1;2;-35.179708;90.046029;-13.269281
1;2;130.532809;90.046029;82.080317
1;2;-46.977076;90.046029;11.070282
1;2;138.777314;90.046029;56.319487
1;2;-51.503706;90.046029;37.736775
1;2;139.495469;90.046029;29.281062
1;2;-48.399011;90.046029;64.605959
1;2;132.630065;90.046029;3.118905
1;2;-37.910308;90.046029;89.537452
1;2;118.727995;90.046029;-20.082920
1;2;-20.873122;90.046029;110.545225
1;2;98.896692;90.046029;-38.476169
1;2;1.355375;90.046029;125.955810
1;2;74.715905;90.046029;-50.595647
1;2;27.004473;90.046029;134.541609
1;2;48.111861;90.046029;-55.475923
1;2;54.030981;90.046029;135.618682
1;2;21.203825;90.046029;-52.728236
1;2;80.281982;90.046029;129.101231
1;2;-3.864727;90.046029;-42.571467
1;2;103.666336;90.046029;115.508432
1;2;-25.096846;90.046029;-25.814698
1;2;122.321260;90.046029;95.923079
1;2;-40.801195;90.046029;-3.792762
1;2;134.760711;90.046029;71.905330
1;2;-49.726774;90.046029;21.740084
1;2;139.993772;90.046029;45.368426
1;2;-51.162577;90.046029;48.749910
1;2;137.603579;90.046029;18.426281
1;2;-44.994228;90.046029;75.085127
1;2;127.780534;90.046029;-6.774909
1;2;-31.713095;90.046029;98.647889
1;2;111.307135;90.046029;-28.227633
1;2;-12.377145;90.046029;117.561197
1;2;89.495643;90.046029;-44.222977
1;2;11.473332;90.046029;130.318430
1;2;64.083550;90.046029;-53.486763
1;2;37.938419;90.046029;135.903354
1;2;37.095168;90.046029;-55.281042
1;2;64.909923;90.046029;133.871076
1;2;10.680376;90.046029;-49.462883
1;2;90.239311;90.046029;124.383486
1;2;-13.056639;90.046029;-36.495757
1;2;111.908856;90.046029;108.196362
1;2;-32.224999;90.046029;-17.412618
1;2;128.192376;90.046029;86.599158
1;2;-45.297765;90.046029;6.266381
1;2;137.792735;90.046029;61.312298
1;2;-51.233566;90.046029;32.654986
1;2;139.945174;90.046029;34.350116
1;2;-49.559561;90.046029;59.651096
1;2;134.478230;90.046029;7.860406
1;2;-40.409099;90.046029;85.104215
1;2;121.827398;90.046029;-16.046677
1;2;-24.511102;90.046029;106.986763
1;2;103.000435;90.046029;-35.466710
1;2;-3.131995;90.046029;123.555588
1;2;79.497086;90.046029;-48.852703
1;2;22.025175;90.046029;133.490828
1;2;53.189615;90.046029;-55.138336
1;2;48.956403;90.046029;136.001047
1;2;26.173660;90.046029;-53.822899
1;2;75.516361;90.046029;130.886283
1;2;0.601296;90.046029;-45.011179
1;2;99.589300;90.046029;118.553974
1;2;-21.490397;90.046029;-29.405112
1;2;119.257582;90.046029;99.986505
1;2;-38.341607;90.046029;-8.247870
1;2;132.954443;90.046029;76.662950
1;2;-48.609977;90.046029;16.775176
1;2;139.588800;90.046029;50.441251
1;2;-51.477534;90.046029;43.670702
1;2;138.632163;90.046029;23.410212
1;2;-46.715850;90.046029;70.296227
1;2;130.160737;90.046029;-2.276889
1;2;-34.704238;90.046029;94.530777
1;2;114.849352;90.046029;-24.573833
1;2;-16.399537;90.046029;114.443841
1;2;93.917703;90.046029;-41.704457
1;2;6.740113;90.046029;128.449156
1;2;69.033193;90.046029;-52.304146
1;2;32.871418;90.046029;135.431066
1;2;42.178110;90.046029;-55.528536
